App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
deepseek__Chart-11__C1,deepseek_Chart_11_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-11_C1/org/jfree/chart/util/deepseek_Chart_11_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_11f/source/org/jfree/chart/util/ShapeUtilities.java,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
deepseek__Chart-11__C2,deepseek_Chart_11_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-11_C2/org/jfree/chart/util/deepseek_Chart_11_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_11f/source/org/jfree/chart/util/ShapeUtilities.java,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
deepseek__Chart-15__C1,deepseek_Chart_15_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-15_C1/org/jfree/chart/plot/deepseek_Chart_15_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_15f/source/org/jfree/chart/plot/PiePlot.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Chart-15__C2,deepseek_Chart_15_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-15_C2/org/jfree/chart/plot/deepseek_Chart_15_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_15f/source/org/jfree/chart/plot/PiePlot.java,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
deepseek__Chart-17__C1,deepseek_Chart_17_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-17_C1/org/jfree/data/time/deepseek_Chart_17_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_17f/source/org/jfree/data/time/TimeSeries.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
deepseek__Chart-17__C2,deepseek_Chart_17_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-17_C2/org/jfree/data/time/deepseek_Chart_17_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_17f/source/org/jfree/data/time/TimeSeries.java,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
deepseek__Chart-19__C1,deepseek_Chart_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-19_C1/org/jfree/chart/plot/deepseek_Chart_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_19f/source/org/jfree/chart/plot/CategoryPlot.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Chart-19__C2,deepseek_Chart_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-19_C2/org/jfree/chart/plot/deepseek_Chart_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_19f/source/org/jfree/chart/plot/CategoryPlot.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
deepseek__Chart-1__C1,deepseek_Chart_1_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-1_C1/org/jfree/chart/renderer/category/deepseek_Chart_1_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_1f/source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Chart-1__C2,deepseek_Chart_1_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-1_C2/org/jfree/chart/renderer/category/deepseek_Chart_1_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_1f/source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
deepseek__Chart-21__C1,deepseek_Chart_21_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-21_C1/org/jfree/data/statistics/deepseek_Chart_21_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_21f/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Chart-21__C2,deepseek_Chart_21_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-21_C2/org/jfree/data/statistics/deepseek_Chart_21_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_21f/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
deepseek__Chart-22__C1,deepseek_Chart_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-22_C1/org/jfree/data/deepseek_Chart_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_22f/source/org/jfree/data/KeyedObjects2D.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Chart-22__C2,deepseek_Chart_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-22_C2/org/jfree/data/deepseek_Chart_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_22f/source/org/jfree/data/KeyedObjects2D.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
deepseek__Chart-23__C1,deepseek_Chart_23_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-23_C1/org/jfree/chart/renderer/category/deepseek_Chart_23_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_23f/source/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
deepseek__Chart-23__C2,deepseek_Chart_23_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-23_C2/org/jfree/chart/renderer/category/deepseek_Chart_23_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_23f/source/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
deepseek__Chart-24__C1,deepseek_Chart_24_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-24_C1/org/jfree/chart/renderer/deepseek_Chart_24_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_24f/source/org/jfree/chart/renderer/GrayPaintScale.java,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Chart-24__C2,deepseek_Chart_24_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Chart-24_C2/org/jfree/chart/renderer/deepseek_Chart_24_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_24f/source/org/jfree/chart/renderer/GrayPaintScale.java,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
deepseek__Lang-10__C1,deepseek_Lang_10_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-10_C1/org/apache/commons/lang3/time/deepseek_Lang_10_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_10f/src/main/java/org/apache/commons/lang3/time/FastDateParser.java,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Lang-10__C2,deepseek_Lang_10_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-10_C2/org/apache/commons/lang3/time/deepseek_Lang_10_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_10f/src/main/java/org/apache/commons/lang3/time/FastDateParser.java,,,13,12,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,13,0
deepseek__Lang-19__C1,deepseek_Lang_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-19_C1/org/apache/commons/lang3/text/translate/deepseek_Lang_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_19f/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Lang-19__C2,deepseek_Lang_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-19_C2/org/apache/commons/lang3/text/translate/deepseek_Lang_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_19f/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
deepseek__Lang-22__C1,deepseek_Lang_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-22_C1/org/apache/commons/lang3/math/deepseek_Lang_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_22f/src/main/java/org/apache/commons/lang3/math/Fraction.java,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
deepseek__Lang-22__C2,deepseek_Lang_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-22_C2/org/apache/commons/lang3/math/deepseek_Lang_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_22f/src/main/java/org/apache/commons/lang3/math/Fraction.java,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
deepseek__Lang-26__C1,deepseek_Lang_26_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-26_C1/org/apache/commons/lang3/time/deepseek_Lang_26_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_26f/src/main/java/org/apache/commons/lang3/time/FastDateFormat.java,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
deepseek__Lang-26__C2,deepseek_Lang_26_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-26_C2/org/apache/commons/lang3/time/deepseek_Lang_26_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_26f/src/main/java/org/apache/commons/lang3/time/FastDateFormat.java,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
deepseek__Lang-30__C1,deepseek_Lang_30_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-30_C1/org/apache/commons/lang3/deepseek_Lang_30_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
deepseek__Lang-30__C2,deepseek_Lang_30_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-30_C2/org/apache/commons/lang3/deepseek_Lang_30_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
deepseek__Lang-41__C1,deepseek_Lang_41_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-41_C1/org/apache/commons/lang/deepseek_Lang_41_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_41f/src/java/org/apache/commons/lang/ClassUtils.java,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Lang-41__C2,deepseek_Lang_41_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-41_C2/org/apache/commons/lang/deepseek_Lang_41_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_41f/src/java/org/apache/commons/lang/ClassUtils.java,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
deepseek__Lang-42__C1,deepseek_Lang_42_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-42_C1/org/apache/commons/lang/deepseek_Lang_42_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_42f/src/java/org/apache/commons/lang/Entities.java,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Lang-42__C2,deepseek_Lang_42_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-42_C2/org/apache/commons/lang/deepseek_Lang_42_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_42f/src/java/org/apache/commons/lang/Entities.java,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
deepseek__Lang-57__C1,deepseek_Lang_57_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-57_C1/org/apache/commons/lang/deepseek_Lang_57_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_57f/src/java/org/apache/commons/lang/LocaleUtils.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Lang-57__C2,deepseek_Lang_57_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-57_C2/org/apache/commons/lang/deepseek_Lang_57_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_57f/src/java/org/apache/commons/lang/LocaleUtils.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
deepseek__Lang-60__C1,deepseek_Lang_60_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-60_C1/org/apache/commons/lang/text/deepseek_Lang_60_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_60f/src/java/org/apache/commons/lang/text/StrBuilder.java,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Lang-60__C2,deepseek_Lang_60_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-60_C2/org/apache/commons/lang/text/deepseek_Lang_60_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_60f/src/java/org/apache/commons/lang/text/StrBuilder.java,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
deepseek__Lang-8__C1,FastDatePrinterTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-8_C1/org/apache/commons/lang3/time/FastDatePrinterTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_8f/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java,,,6,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0
deepseek__Lang-8__C2,FastDatePrinterTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Lang-8_C2/org/apache/commons/lang3/time/FastDatePrinterTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_8f/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
deepseek__Math-27__C1,deepseek_Math_27_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-27_C1/org/apache/commons/math3/fraction/deepseek_Math_27_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_27f/src/main/java/org/apache/commons/math3/fraction/Fraction.java,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
deepseek__Math-27__C2,deepseek_Math_27_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-27_C2/org/apache/commons/math3/fraction/deepseek_Math_27_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_27f/src/main/java/org/apache/commons/math3/fraction/Fraction.java,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
deepseek__Math-2__C1,deepseek_Math_2_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-2_C1/org/apache/commons/math3/distribution/deepseek_Math_2_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_2f/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Math-2__C2,HypergeometricDistributionTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-2_C2/org/apache/commons/math3/distribution/HypergeometricDistributionTest.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_2f/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java,,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0
deepseek__Math-53__C1,deepseek_Math_53_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-53_C1/org/apache/commons/math/complex/deepseek_Math_53_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_53f/src/main/java/org/apache/commons/math/complex/Complex.java,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
deepseek__Math-53__C2,deepseek_Math_53_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-53_C2/org/apache/commons/math/complex/deepseek_Math_53_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_53f/src/main/java/org/apache/commons/math/complex/Complex.java,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
deepseek__Math-55__C1,deepseek_Math_55_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-55_C1/org/apache/commons/math/geometry/deepseek_Math_55_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_55f/src/main/java/org/apache/commons/math/geometry/Vector3D.java,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
deepseek__Math-55__C2,deepseek_Math_55_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-55_C2/org/apache/commons/math/geometry/deepseek_Math_55_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_55f/src/main/java/org/apache/commons/math/geometry/Vector3D.java,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
deepseek__Math-59__C1,deepseek_Math_59_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-59_C1/org/apache/commons/math/util/deepseek_Math_59_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_59f/src/main/java/org/apache/commons/math/util/FastMath.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Math-59__C2,deepseek_Math_59_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-59_C2/org/apache/commons/math/util/deepseek_Math_59_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_59f/src/main/java/org/apache/commons/math/util/FastMath.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
deepseek__Math-63__C1,deepseek_Math_63_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-63_C1/org/apache/commons/math/util/deepseek_Math_63_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
deepseek__Math-63__C2,deepseek_Math_63_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-63_C2/org/apache/commons/math/util/deepseek_Math_63_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
deepseek__Math-70__C1,deepseek_Math_70_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-70_C1/org/apache/commons/math/analysis/solvers/deepseek_Math_70_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_70f/src/main/java/org/apache/commons/math/analysis/solvers/BisectionSolver.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepseek__Math-70__C2,deepseek_Math_70_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-70_C2/org/apache/commons/math/analysis/solvers/deepseek_Math_70_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_70f/src/main/java/org/apache/commons/math/analysis/solvers/BisectionSolver.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
deepseek__Math-75__C1,deepseek_Math_75_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-75_C1/org/apache/commons/math/stat/deepseek_Math_75_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_75f/src/main/java/org/apache/commons/math/stat/Frequency.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,3,0
deepseek__Math-75__C2,deepseek_Math_75_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-75_C2/org/apache/commons/math/stat/deepseek_Math_75_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_75f/src/main/java/org/apache/commons/math/stat/Frequency.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
deepseek__Math-79__C1,deepseek_Math_79_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-79_C1/org/apache/commons/math/util/deepseek_Math_79_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_79f/src/main/java/org/apache/commons/math/util/MathUtils.java,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
deepseek__Math-79__C2,deepseek_Math_79_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-79_C2/org/apache/commons/math/util/deepseek_Math_79_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_79f/src/main/java/org/apache/commons/math/util/MathUtils.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
deepseek__Math-9__C1,deepseek_Math_9_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-9_C1/org/apache/commons/math3/geometry/euclidean/threed/deepseek_Math_9_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_9f/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
deepseek__Math-9__C2,deepseek_Math_9_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/deepseek/Math-9_C2/org/apache/commons/math3/geometry/euclidean/threed/deepseek_Math_9_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_9f/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
